id1,id2,relationship,score,openai_response,medllama_response,medllama_score,medllama_relationship,Symbol,vq*,omim,omim_binary
1499,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,CTNNB1,0.9856475422337881,False,0
15004,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,H2-Pb,0.0,False,0
1508,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,CTSB,1.0,False,0
151393,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,RMDN2,0.0,False,0
15208,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Hes5,0.0,False,0
1565,D000544,Not causal,0.050000000000000044,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.5}",0.5,Causal,CYP2D6,0.0,False,0
15925,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Ide,0.977296272759932,False,0
16409,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Itgam,0.0,False,0
16593,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Klc1,0.0,False,0
172017,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,hop-1,0.0,False,0
17380,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,Mme,0.9685149672515768,False,0
176282,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,lin-12,0.9709481635946974,False,0
177,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,AGER,0.0,False,0
17756,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Map2,0.0,False,0
180441,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,sel-12,0.9918773028790882,False,0
18126,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Nos2,0.0,False,0
18128,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Not causal"",""score"":0.0}",0.0,Not causal,Notch1,0.0,False,0
18754,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Prkce,0.0,False,0
18792,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Plau,1.0,False,0
18815,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Plg,0.0,False,0
19,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Not causal"",""score"":0.0}",0.0,Not causal,ABCA1,0.0,False,0
19016,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Pparg,0.0,False,0
19164,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"":""Causal"",""score"":0.0}",0.0,Causal,Psen1,0.9923094195472625,False,0
19165,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,Psen2,0.9888518585124458,False,0
19215,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Ptgds,0.0,False,0
1952,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,CELSR2,0.0,False,0
19701,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Ren1,0.9889370681863916,False,0
2,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,A2M,0.971847844200641,False,0
2041,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,EPHA1,0.0,False,0
2066,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,ERBB4,1.0,False,0
2081,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,ERN1,0.0,False,0
20905,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Sts,0.0,False,0
20977,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,Syp,0.0,False,0
2099,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,ESR1,0.0,False,0
2114,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,ETS2,0.0,False,0
214384,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,Myocd,0.0,False,0
216033,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Ctnna3,0.0,False,0
21803,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Tgfb1,0.0,False,0
22341,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Vegfc,0.0,False,0
2274,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,FHL2,0.0,False,0
22926,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 1.0}",0.0,Not causal,ATF6,0.0,False,0
23385,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,NCSTN,0.0,False,0
2353,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,FOS,0.0,False,0
23607,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,CD2AP,0.0,False,0
23621,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,BACE1,0.955115049607374,False,0
23821,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Bace1,0.9728054327380048,False,0
23988,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Pin1,0.0,False,0
24225,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Bdnf,0.0,False,0
251430,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Not causal"",""score"":0.0}",0.0,Not causal,pen-2,0.9948698475730277,False,0
25167,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Ptpra,0.0,False,0
2533,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,FYB1,0.0,False,0
25496,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"":""Not causal"",""score"":0.0}",0.0,Not causal,Notch1,0.0,False,0
255738,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,PCSK9,0.0,False,0
2590,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,GALNT2,0.0,False,0
26,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,AOC1,1.0,False,0
2646,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,GCKR,0.0,False,0
2670,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,GFAP,0.0,False,0
27286,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,SRPX2,0.0,False,0
274,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,BIN1,0.0,False,0
29192,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,Psen1,0.0,False,0
2932,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,GSK3B,0.3333333333333333,False,0
308,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,ANXA5,0.0,False,0
31002,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,Appl,1.0,False,0
310738,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.5}",0.5,Causal,Ngf,0.0,False,0
31293,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,N,0.9947693405844404,False,0
3156,D000544,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,HMGCR,0.0,False,0
322,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,APBB1,0.0,False,0
3280,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,HES1,0.0,False,0
33467,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,aph-1,0.0,False,0
338399,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,TAS2R62P,0.0,False,0
338412,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,TAS2R64P,0.0,False,0
3416,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,IDE,0.0,False,0
348,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.0}",0.0,Causal,APOE,0.8862671955410021,True,1
351,D000544,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""causal"", ""score"": 1.0}",1.0,causal,APP,0.9897087047054397,True,1
355,D000544,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,FAS,0.0,False,0
3553,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,IL1B,0.0,False,0
367,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,AR,0.0,False,0
3714,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,JAG2,0.0,False,0
3726,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,JUNB,0.0,False,0
38,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 1.0}",0.0,Not causal,ACAT1,1.0,False,0
3916,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,LAMP1,0.0,False,0
3949,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,LDLR,0.0,False,0
3960,D000544,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,LGALS4,0.0,False,0
40260,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,Psn,0.9738313822443456,False,0
4035,D000544,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,LRP1,0.7846393393080893,False,0
4043,D000544,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,LRPAP1,0.0,False,0
