id1,id2,relationship,score,openai_response,medllama_response,medllama_score,medllama_relationship,Symbol,vq*,omim,causal/total,omim_binary
176816,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,pdr-1,0.0,False,0.0,0
1769,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,DNAH8,0.0,False,0.0,0
1791,D010300,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,DNTT,0.0,False,0.0,0
18227,D010300,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Nr4a2,0.0,False,0.0,0
1855,D010300,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,DVL1,0.0,False,0.0,0
18708,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Pik3r1,0.0,False,0.0,0
18753,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Prkcd,0.0,False,0.0,0
18952,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Septin4,0.0,False,0.0,0
19122,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Prnp,0.0,False,0.0,0
19211,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Pten,0.0,False,0.0,0
1977,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,EIF4E,0.0,False,0.0,0
1981,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,EIF4G1,0.0,True,0.0,1
2020,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,EN2,0.0,False,0.0,0
20523,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Slc25a14,0.0,False,0.0,0
20617,D010300,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.0}",0.0,Causal,Snca,0.849458250420447,False,0.0625,0
207,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,AKT1,0.0,False,0.0,0
212,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,ALAS2,0.0,False,0.0,0
21823,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,Th,0.0,False,0.0,0
22060,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Trp53-ps,0.0,False,0.0,0
22223,D010300,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,Uchl1,0.0,False,0.0,0
2235,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,FECH,0.0,False,0.0,0
2272,D010300,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,FHIT,0.0,False,0.0,0
227331,D010300,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Gigyf2,0.0,False,0.0,0
22908,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,SACM1L,0.0,False,0.0,0
2309,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,FOXO3,0.0,False,0.0,0
23186,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,RCOR1,0.0,False,0.0,0
23208,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,SYT11,0.0,False,0.0,0
2332,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,FMR1,0.0,False,0.0,0
23435,D010300,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"":""causal"",""score"":0.9999999999999999}",1.0,causal,TARDBP,0.0,False,0.0,0
23636,D010300,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,NUP62,0.0,False,0.0,0
24451,D010300,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Hmox1,0.0,False,0.0,0
246744,D010300,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,STH,0.0,False,0.0,0
2534,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,FYN,0.0,False,0.0,0
25402,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Casp3,0.0,False,0.0,0
25793,D010300,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,FBXO7,0.0,True,0.0,1
2580,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,GAK,0.0,False,0.0,0
25820,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,ARIH1,0.0,False,0.0,0
26058,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,GIGYF2,0.942149799217388,True,0.16666666666666666,1
2623,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,GATA1,0.0,False,0.0,0
2624,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,GATA2,0.0,False,0.0,0
2629,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,GBA1,0.9519337516587351,True,0.14285714285714285,1
26417,D010300,Not causal,0.19999999999999996,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.8
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Mapk3,0.0,False,0.0,0
26419,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Mapk8,0.0,False,0.0,0
27161,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,AGO2,0.0,False,0.0,0
27223,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Trp53bp1,0.0,False,0.0,0
27338,D010300,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"":""Causal"",""score"":0.9}",0.9,Causal,UBE2S,0.0,False,0.0,0
27429,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,HTRA2,0.0,True,0.0,1
283514,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,SIAH3,0.0,False,0.0,0
284058,D010300,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,KANSL1,0.0,False,0.0,0
284069,D010300,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,FAM171A2,0.0,False,0.0,0
2861,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,GPR37,0.0,False,0.0,0
2870,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,GRK6,0.0,False,0.0,0
2896,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,GRN,0.0,False,0.0,0
29219,D010300,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,Snca,0.9696176528004614,False,0.2,0
2932,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,GSK3B,0.0,False,0.0,0
29545,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Uchl1,0.0,False,0.0,0
29914,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,UBIAD1,0.0,False,0.0,0
300160,D010300,Causal,0.85,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,Lrrk2,0.0,False,0.0,0
304342,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,Zscan21,0.0,False,0.0,0
3093,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,UBE2K,0.0,False,0.0,0
3105,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,HLA-A,0.0,False,0.0,0
31607,D010300,Causal,0.95,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.95
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,Pink1,0.9028657596502344,False,0.14285714285714285,0
3267,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,AGFG1,0.0,False,0.0,0
3305,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,HSPA1L,0.0,False,0.0,0
3308,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,HSPA4,0.0,False,0.0,0
3312,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,HSPA8,0.0,False,0.0,0
3320,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,HSP90AA1,0.0,False,0.0,0
3326,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,HSP90AB1,0.0,False,0.0,0
3337,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,DNAJB1,0.0,False,0.0,0
33569,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,Thor,0.0,False,0.0,0
3458,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,IFNG,0.0,False,0.0,0
348,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,APOE,0.0,False,0.0,0
34961,D010300,Not causal,0.09999999999999998,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,heix,0.0,False,0.0,0
351,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,APP,0.0,False,0.0,0
3553,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,IL1B,0.0,False,0.0,0
3569,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9999999999999999}",1.0,Causal,IL6,0.0,False,0.0,0
3646,D010300,Causal,0.9,"{
  ""relationship"": ""Causal"",
  ""confidence"": 0.9
}","{""relationship"": ""Not causal"", ""score"": 0.0}",0.0,Not causal,EIF3E,0.0,False,0.0,0
36544,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"":""Causal"",""score"":0.9999999999999999}",1.0,Causal,AGO1,0.0,False,0.0,0
38974,D010300,Not causal,0.15000000000000002,"{
  ""relationship"": ""Not causal"",
  ""confidence"": 0.85
}","{""relationship"": ""Causal"", ""score"": 0.9}",0.9,Causal,GstO2,0.0,False,0.0,0
