id1,id2,Symbol,vq_star,number_of_causal,total,OMIM
477,D010300,ATP1A2,0.0,0,2,0
478,D010300,ATP1A3,0.0,0,4,0
482,D010300,ATP1B2,0.0,0,1,0
23439,D010300,ATP1B4,1.0,1,1,0
487;488;489,D010300,ATP2A1,0.0,0,1,0
488,D010300,ATP2A2,0.0,0,3,0
489,D010300,ATP2A3,0.0,0,6,0
491,D010300,ATP2B2,0.0,0,2,0
27032,D010300,ATP2C1,0.0,0,3,0
9914,D010300,ATP2C2,0.0,0,1,0
498,D010300,ATP5F1A,0.0,0,5,0
506,D010300,ATP5F1B,0.0,0,2,0
509,D010300,ATP5F1C,0.0,0,1,0
514,D010300,ATP5F1E,0.0,0,2,0
93974,D010300,ATP5IF1,0.0,0,3,0
516,D010300,ATP5MC1,0.0,0,2,0
517,D010300,ATP5MC2,0.0,0,1,0
522,D010300,ATP5PF,0.0,0,3,0
539,D010300,ATP5PO,0.0,0,1,0
4508,D010300,ATP6,0.0,0,5,0
10159,D010300,ATP6AP2,0.0,0,2,1
535,D010300,ATP6V0A1,0.0,0,1,0
9114,D010300,ATP6V0D1,0.0,0,1,0
8992,D010300,ATP6V0E1,0.0,0,1,0
155066,D010300,ATP6V0E2,0.0,0,1,0
523,D010300,ATP6V1A,0.0,0,1,0
534,D010300,ATP6V1G2,0.0,0,2,0
538,D010300,ATP7A,0.0,0,11,0
540,D010300,ATP7B,0.0,0,13,0
4509,D010300,ATP8,0.0,0,1,0
51761,D010300,ATP8A2,0.0,0,5,0
39143,D010300,ATPsynB,0.0,0,2,0
46069,D010300,ATPsynG,0.0,0,1,0
545,D010300,ATR,0.0,0,2,0
546,D010300,ATRX,0.0,0,2,0
6310,D010300,ATXN1,0.0,0,11,0
25814,D010300,ATXN10,0.0,0,1,0
6311,D010300,ATXN2,0.3622903951907163,1,37,1
4287,D010300,ATXN3,0.0,0,43,1
6314,D010300,ATXN7,0.0,0,10,0
724066,D010300,ATXN8,0.0,0,5,0
6315,D010300,ATXN8OS,0.0,0,2,1
6790,D010300,AURKA,0.0,0,1,0
9212,D010300,AURKB,0.0,0,1,0
6795,D010300,AURKC,0.0,0,1,0
100188832,D010300,AUTS1,0.0,0,1,0
551,D010300,AVP,0.6333346974020654,1,21,0
554,D010300,AVPR2,0.0,0,1,0
8312,D010300,AXIN1,0.0,0,4,0
8313,D010300,AXIN2,0.0,0,1,0
558,D010300,AXL,0.0,0,1,0
563,D010300,AZGP1,0.0,0,2,0
646282,D010300,AZGP1P1,0.0,0,1,0
566,D010300,AZU1,0.0,0,2,0
23923,D010300,Aadat,0.0,0,1,0
30956,D010300,Aass,0.0,0,1,0
81632,D010300,Abat,0.0,0,1,0
11303,D010300,Abca1,0.0,0,4,0
56199,D010300,Abcb10,0.0,0,1,0
18671,D010300,Abcb1a,0.0,0,2,0
24646,D010300,Abcb1b,0.0,0,8,0
11306,D010300,Abcb7,0.0,0,1,0
17250,D010300,Abcc1,0.0,0,2,0
12780,D010300,Abcc2,0.0,0,1,0
140668,D010300,Abcc3,0.0,0,1,0
239273,D010300,Abcc4,0.0,0,1,0
25559,D010300,Abcc8,0.0,0,3,0
20928,D010300,Abcc9,0.0,0,3,0
11666,D010300,Abcd1,0.0,0,3,0
26874,D010300,Abcd2,0.0,0,1,0
24015,D010300,Abce1,0.0,0,1,0
26357,D010300,Abcg2,0.0,0,2,0
11350,D010300,Abl1,0.0,0,20,0
80908,D010300,Abo,0.0,0,1,0
99382,D010300,Abtb2,0.0,0,2,0
107476,D010300,Acaca,0.0,0,1,0
25618,D010300,Acadsb,0.0,0,1,0
140500,D010300,Acap3,0.0,0,1,0
41625,D010300,Ace,0.0,0,12,0
302668,D010300,Ace2,0.0,0,2,0
83817,D010300,Ache,0.0,0,47,0
104112,D010300,Acly,0.0,0,1,0
11428,D010300,Aco1,0.0,0,9,0
11429,D010300,Aco2,0.0,0,1,0
16365,D010300,Acod1,0.0,0,2,0
70025,D010300,Acot7,0.0,0,1,0
60353,D010300,Acrv1,0.0,0,1,0
50790,D010300,Acsl4,0.0,0,3,0
31521,D010300,Act5C,0.0,0,1,0
40444,D010300,Act79B,0.0,0,10,0
11459,D010300,Acta1,0.0,0,1,0
11461,D010300,Actb,0.0,0,6,0
11465,D010300,Actg1,0.0,0,1,0
25365,D010300,Actg2,0.0,0,2,0
11474,D010300,Actn3,0.0,0,1,0
54130,D010300,Actr1a,0.0,0,1,0
109652,D010300,Acy1,0.0,0,1,0
293653,D010300,Acy3,0.0,0,1,0
11486,D010300,Ada,0.0,0,1,0
11487,D010300,Adam10,0.0,0,1,0
110532,D010300,Adarb1,0.0,0,1,0
11512,D010300,Adcy6,0.0,0,1,0
24166,D010300,Adcyap1,0.0,0,16,0
11517,D010300,Adcyap1r1,0.0,0,3,0
11519,D010300,Add2,0.0,0,1,0
107831,D010300,Adgrb1,0.0,0,1,0
13733,D010300,Adgre1,0.0,0,6,0
11522,D010300,Adh1,0.0,0,3,0
24172,D010300,Adh1c,0.0,0,1,0
26876,D010300,Adh4,0.0,0,4,0
11532,D010300,Adh5,0.0,0,1,0
11529,D010300,Adh7,0.0,0,1,0
11450,D010300,Adipoq,0.0,0,4,0
72674,D010300,Adipor1,0.0,0,1,0
25368,D010300,Adk,0.0,0,1,0
11538,D010300,Adnp,0.0,0,3,0
29290,D010300,Adora1,0.0,0,10,0
11540,D010300,Adora2a,0.0,0,61,0
11541,D010300,Adora2b,0.0,0,1,0
11549,D010300,Adra1a,0.0,0,1,0
11548,D010300,Adra1b,0.0,0,1,0
29413,D010300,Adra1d,0.0,0,1,0
11551,D010300,Adra2a,0.0,0,1,0
11554,D010300,Adrb1,0.0,0,3,0
24176,D010300,Adrb2,0.0,0,5,0
25645,D010300,Adrb3,0.0,0,1,0
17356,D010300,Afdn,0.0,0,2,0
17355,D010300,Aff1,0.0,0,1,0
216439,D010300,Agap2,0.0,0,1,0
11596,D010300,Ager,0.0,0,10,0
15463,D010300,Agfg1,0.0,0,10,0
239528,D010300,Ago2,0.0,0,1,0
11604,D010300,Agrp,0.0,0,1,0
24179,D010300,Agt,0.0,0,17,0
24180,D010300,Agtr1a,0.0,0,3,0
81638,D010300,Agtr1b,0.0,0,2,0
11609,D010300,Agtr2,0.0,0,5,0
11610,D010300,Agtrap,0.0,0,8,0
66395,D010300,Ahnak,0.0,0,1,0
11622,D010300,Ahr,0.0,0,5,0
11625,D010300,Ahsg,0.0,0,1,0
29427,D010300,Aif1,0.0,0,64,0
26926,D010300,Aifm1,0.0,0,16,0
383619,D010300,Aim2,0.0,0,3,0
231872,D010300,Aimp2,0.0,0,5,0
11636,D010300,Ak1,0.0,0,1,0
37834,D010300,Ak2,0.0,0,1,0
41318,D010300,Ak3,0.0,0,1,0
78801,D010300,Ak7,0.0,0,2,0
56697,D010300,Akap10,0.0,0,1,0
78959,D010300,Akr1a1,0.0,0,2,0
24192,D010300,Akr1b1,0.0,0,5,0
105387,D010300,Akr1c14,0.0,0,1,0
77337,D010300,Akr1c21,0.0,0,3,0
171516,D010300,Akr1c3,0.0,0,1,0
41957,D010300,Akt,0.0,0,7,0
11651,D010300,Akt1,0.0,0,228,0
292887,D010300,Akt1s1,0.0,0,1,0
23797,D010300,Akt3,0.0,0,1,0
11657,D010300,Alb,0.0,0,7,0
79559,D010300,Alcam,0.0,0,1,0
11668,D010300,Aldh1a1,0.6028445596310561,1,22,0
107747,D010300,Aldh1l1,0.0,0,1,0
11669,D010300,Aldh2,0.0,0,3,0
25375,D010300,Aldh3a1,0.0,0,6,0
11674,D010300,Aldoa,0.0,0,1,0
11676,D010300,Aldoc,0.0,0,2,0
5656847,D010300,Aldox89A,0.0,0,1,0
11682,D010300,Alk,0.0,0,1,0
2768870,D010300,AlkB,0.0,0,1,0
211064,D010300,Alkbh1,0.0,0,1,0
69113,D010300,Alkbh3,0.0,0,1,0
268420,D010300,Alkbh5,0.0,0,1,0
287454,D010300,Alox12,0.0,0,1,0
11687,D010300,Alox15,0.0,0,3,0
11689,D010300,Alox5,0.0,0,5,0
29624,D010300,Alox5ap,0.0,0,1,0
225638,D010300,Alpk2,0.0,0,1,0
228361,D010300,Ambra1,0.0,0,3,0
29530,D010300,Amhr2,0.0,0,2,0
60668,D010300,Amph,0.0,0,1,0
305843;497229,D010300,Ang,0.0,0,3,0
11600,D010300,Angpt1,0.0,0,2,0
89805,D010300,Angpt2,0.0,0,2,0
11733,D010300,Ank1,0.0,0,1,0
109676,D010300,Ank2,0.0,0,2,0
309135,D010300,Ano1,0.0,0,1,0
105245705,D010300,Anxa11os,0.0,0,1,0
12306,D010300,Anxa2,0.0,0,2,0
25291,D010300,Anxa3,0.0,0,41,0
11747,D010300,Anxa5,0.0,0,10,0
11750,D010300,Anxa7,0.0,0,2,0
11752,D010300,Anxa8,0.0,0,1,0
290963,D010300,Aopep,0.0,0,1,0
71872,D010300,Aox4,0.0,0,1,0
140670,D010300,Ap2b1,0.0,0,1,0
11774,D010300,Ap3b1,0.0,0,1,0
11783,D010300,Apaf1,0.0,0,4,0
11787,D010300,Apbb2,0.0,0,1,0
11789,D010300,Apc,0.0,0,1,0
29339,D010300,Apcs,0.0,0,2,0
79116,D010300,Apex1,0.0,0,1,0
58812,D010300,Apln,0.0,0,3,0
83518,D010300,Aplnr,0.0,0,2,0
11803,D010300,Aplp1,0.0,0,1,0
11804,D010300,Aplp2,0.0,0,1,0
11806,D010300,Apoa1,0.0,0,2,0
238055,D010300,Apob,0.0,0,2,0
11815,D010300,Apod,0.0,0,1,0
11816,D010300,Apoe,0.0,0,3,0
11820,D010300,App,0.4826721349217875,1,103,0
31002,D010300,Appl,0.0,0,5,0
48224,D010300,Aprt,0.0,0,1,0
11826;11829;11833,D010300,Aqp1,0.0,0,1,0
11829,D010300,Aqp4,0.0,0,18,0
11833,D010300,Aqp8,0.0,0,1,0
64008,D010300,Aqp9,0.0,0,2,0
24208,D010300,Ar,0.0,0,4,0
54323,D010300,Arc,0.0,0,4,0
11839,D010300,Areg,0.0,0,1,0
228998,D010300,Arfgap1,0.0,0,1,0
11846,D010300,Arg1,0.0,0,25,0
11847,D010300,Arg2,0.0,0,4,0
39041,D010300,Argk1,0.0,0,1,0
73910,D010300,Arhgap18,0.0,0,1,0
307459,D010300,Arhgap26,0.0,0,1,0
234094,D010300,Arhgef10,0.0,0,1,0
16800,D010300,Arhgef2,0.0,0,1,0
54126,D010300,Arhgef7,0.0,0,2,0
75869,D010300,Arl5b,0.0,0,1,0
65106,D010300,Arl6ip5,0.0,0,1,0
40961,D010300,Arl8,0.0,0,2,0
11863,D010300,Arnt,0.0,0,2,0
32623;38898,D010300,Arp2,0.0,0,1,0
363153,D010300,Arpp21,0.0,0,1,0
171107,D010300,Arr3,0.0,0,1,0
109689,D010300,Arrb1,0.0,0,2,0
216869,D010300,Arrb2,0.0,0,3,0
365541,D010300,Arrb2-ps,0.0,0,3,0
362572,D010300,Artn,0.0,0,3,0
84431,D010300,Asah1,0.0,0,5,0
54447,D010300,Asah2,0.0,0,1,0
104385,D010300,Asc1,0.0,0,1,0
17172,D010300,Ascl1,0.0,0,4,0
11419,D010300,Asic1,0.0,0,6,0
109900,D010300,Asl,0.0,0,1,0
11898,D010300,Ass1,0.0,0,1,0
